"Region","P-Code","Sector","Activity Type","Organisation","Activity","Start Date","End Date"
"Labe","GIN006002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Labe","GIN006002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Lelouma","GIN006003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Lelouma","GIN006003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Lelouma","GIN006003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Lola","GIN008002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Lola","GIN008002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Lola","GIN008002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Macenta","GIN008003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Macenta","GIN008003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Macenta","GIN008003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Mali","GIN006004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Mali","GIN006004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Mali","GIN006004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Mamou","GIN007002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Mamou","GIN007002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Mamou","GIN007002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Mandiana","GIN004004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Mandiana","GIN004004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Mandiana","GIN004004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Nzérékoré","GIN008004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Nzérékoré","GIN008004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Nzérékoré","GIN008004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Pita","GIN007003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Pita","GIN007003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Pita","GIN007003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Siguiri","GIN004005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Siguiri","GIN004005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Siguiri","GIN004005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Telemele","GIN005005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Telemele","GIN005005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Telemele","GIN005005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Tougue","GIN006005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Tougue","GIN006005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Tougue","GIN006005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Yomou","GIN008005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Yomou","GIN008005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Yomou","GIN008005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"National",,"Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Beyla","GIN008001","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Boffa","GIN001001","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Boké","GIN001002","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Conakry","GIN002001","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Coyah","GIN005001","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Dabola","GIN003001","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Dalaba","GIN007001","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Dinguiraye","GIN003002","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Dubreka","GIN005002","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Faranah","GIN003003","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Forecariah","GIN005003","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Fria","GIN001003","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Gaoual","GIN001004","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Guéckédou","GIN008006","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"kankan","GIN004001","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Kerouane","GIN004002","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Kindia","GIN005004","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Kissidougou","GIN003004","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Koubia","GIN006001","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Koundara","GIN001005","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Kouroussa","GIN004003","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Labe","GIN006002","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Lelouma","GIN006003","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Lola","GIN008002","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Macenta","GIN008003","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Mali","GIN006004","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Mamou","GIN007002","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Mandiana","GIN004004","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Nzérékoré","GIN008004","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Pita","GIN007003","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Siguiri","GIN004005","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Telemele","GIN005005","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Tougue","GIN006005","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"Yomou","GIN008005","Coordination","Acquérir un serveur pour la coordination nationale","eHealth Africa",,,
"National",,"Coordination","Equiper la coordination en téléphones","eHealth Africa",,,
